id	name	thumb	thumbWide
7088	Awakening In The Three Kingdoms As The Demon’s Daughter ~The Legend of Dong Bai~	https://cdn.gudangkomik.com/awakening-in-the-three-kingdoms-as-the-demons-daughter-the-legend-of-dong-bai/thumb.jpg	https://cdn.gudangkomik.com/awakening-in-the-three-kingdoms-as-the-demons-daughter-the-legend-of-dong-bai/thumbWide.jpg
3701	A Brick to Break Into Other World 	https://cdn.gudangkomik.com/a-brick-to-break-into-other-world/thumb.jpg	
287	The Girl in the Seat in Front of Me	https://cdn.gudangkomik.com/the-girl-in-the-seat-in-front-of-me/thumb.jpg	
2366	Shoujotachi wa Kouya wo Mezasu Yukidoke no Oto	https://cdn.gudangkomik.com/shoujotachi-wa-kouya-wo-mezasu-yukidoke-no-oto/thumb.jpg	
5831	History’s Strongest Disciple Kenichi	https://cdn.gudangkomik.com/historys-strongest-disciple-kenichi/thumb.jpg	
952	Kagami no Mukou no Saihate Toshokan: Kou no Yuusha to Itsuwari no Maou 	https://cdn.gudangkomik.com/kagami-no-mukou-no-saihate-toshokan-kou-no-yuusha-to-itsuwari-no-maou/thumb.jpg	
949	Isekai de Skill wo Kaitai shitara Cheat na Yome ga Zoushoku Shimashita: Gainen Kousa no Structure 	https://cdn.gudangkomik.com/isekai-de-skill-wo-kaitai-shitara-cheat-na-yome-ga-zoushoku-shimashita-gainen-kousa-no-structure/thumb.jpg	
3358	Monster Arms Dealer 	https://cdn.gudangkomik.com/monster-arms-dealer/thumb.jpg	
5726	Fukushuu Kyoushitsu 	https://cdn.gudangkomik.com/fukushuu-kyoushitsu/thumb.jpg	
7360	My Wife Is From a Thousand Years Ago	https://cdn.gudangkomik.com/my-wife-is-from-a-thousand-years-ago/thumb.jpg	https://cdn.gudangkomik.com/my-wife-is-from-a-thousand-years-ago/thumbWide.jpg
3407	Arifureta Shokugyou de Sekai Saikyou 	https://cdn.gudangkomik.com/arifureta-shokugyou-de-sekai-saikyou/thumb.jpg	
656	Mother Keeper 	https://cdn.gudangkomik.com/mother-keeper/thumb.jpg	
3255	Märchen The Embodiment of Tales 	https://cdn.gudangkomik.com/marchen-the-embodiment-of-tales/thumb.png	
1206	Attouteki Gacha Un De Isekai O Nariagaru! 	https://cdn.gudangkomik.com/attouteki-gacha-un-de-isekai-o-nariagaru/thumb.jpg	
5856	Midori no Ou 	https://cdn.gudangkomik.com/midori-no-ou/thumb.jpg	
3183	The Hero Who Returned Remains the Strongest in the Modern World 	https://cdn.gudangkomik.com/the-hero-who-returned-remains-the-strongest-in-the-modern-world/thumb.jpg	
560	Ore ga Ojousama Gakkou ni “Shomin Sample” Toshite Rachirareta Ken 	https://cdn.gudangkomik.com/ore-ga-ojousama-gakkou-ni-shomin-sample-toshite-rachirareta-ken/thumb.jpg	
7122	The Heroine With Two Personalities and The True Feeling of The Protagonist	https://cdn.gudangkomik.com/the-heroine-with-two-personalities-and-the-true-feeling-of-the-protagonist/thumb.jpg	https://cdn.gudangkomik.com/the-heroine-with-two-personalities-and-the-true-feeling-of-the-protagonist/thumbWide.jpg
7149	Koukou Debut shita Juumai ga Mount Tottekuru	https://cdn.gudangkomik.com/koukou-debut-shita-juumai-ga-mount-tottekuru/thumb.jpg	https://cdn.gudangkomik.com/koukou-debut-shita-juumai-ga-mount-tottekuru/thumbWide.jpg
6457	My Succubus Girlfriend 	https://cdn.gudangkomik.com/my-succubus-girlfriend/thumb.png	
2017	Demonic Companions 	https://cdn.gudangkomik.com/demonic-companions/thumb.jpg	
1082	Tearmoon Empire Story 	https://cdn.gudangkomik.com/tearmoon-empire-story/thumb.jpeg	
396	Wizard of Arsenia 	https://cdn.gudangkomik.com/wizard-of-arsenia/thumb.jpeg	
4854	Mamahaha no Tsurego ga MotoKano Datta	https://cdn.gudangkomik.com/mamahaha-no-tsurego-ga-motokano-datta/thumb.jpg	
1113	Bodyguard 	https://cdn.gudangkomik.com/bodyguard/thumb.jpg	
7316	A Sheltered Girl’s Day to Day	https://cdn.gudangkomik.com/a-sheltered-girls-day-to-day/thumb.jpg	https://cdn.gudangkomik.com/a-sheltered-girls-day-to-day/thumbWide.jpg
6344	Mahou Shoujo Site Sept 	https://cdn.gudangkomik.com/mahou-shoujo-site-sept/thumb.png	
611	Cang Yuantu 	https://cdn.gudangkomik.com/cang-yuantu/thumb.jpg	
7462	Keiken Zumi na Kimi to, Keiken Zero na Ore ga, Otsukiai Suru Hanashi	https://cdn.gudangkomik.com/keiken-zumi-na-kimi-to-keiken-zero-na-ore-ga-otsukiai-suru-hanashi/thumb.jpg	https://cdn.gudangkomik.com/keiken-zumi-na-kimi-to-keiken-zero-na-ore-ga-otsukiai-suru-hanashi/thumbWide.jpg
1018	Dushi Zhizun 	https://cdn.gudangkomik.com/dushi-zhizun/thumb.jpg	
2448	Mamono wo Shitagaeru “Teiin” wo Motsu Tensei Kenjya ~Katsute no Maho to Jyuma de Hissori Saikyo no Bokensha ninaru~ 	https://cdn.gudangkomik.com/mamono-wo-shitagaeru-teiin-wo-motsu-tensei-kenjya-katsute-no-maho-to-jyuma-de-hissori-saikyo-no-bokensha-ninaru/thumb.jpg	
22	Handling the Demoness and Saintess 	https://cdn.gudangkomik.com/handling-the-demoness-and-saintess/thumb.jpg	
